date,sku_id,daypart,sku_name,sku_category,base_quantity_sold,avg_unit_price,outlet_id,outlet_name,outlet_type,outlet_factor,daypart_factor,demand_noise,day_of_week,is_weekend,month,week_of_year,day_of_year,weather_condition,rain_mm,temperature,is_holiday,holiday_name,promo_flag,promo_type,event_flag,event_description,estimated_true_demand,planned_prep,actual_sales,waste_units,stockout_units,recent_waste_pressure,recent_stockout_pressure,recovered_demand,lag_7,lag_30,rolling_mean_7,rolling_mean_30,predicted_p50,group_key,predicted_p10,predicted_p90
2026-05-01,blueberry_muffin,evening,Blueberry Muffin,Dessert,0,3.8,bangsar_street,Bangsar Street,street_cafe,0.92,0.9,1.067910213022529,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2286894111517976e-09,Dessert|evening,0.0,1.2309326506841016
2026-05-01,blueberry_muffin,midday,Blueberry Muffin,Dessert,0,3.8,bangsar_street,Bangsar Street,street_cafe,0.92,1.0,1.192919288836952,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2286894111517976e-09,Dessert|midday,0.0,0.44298443873544757
2026-05-01,blueberry_muffin,morning,Blueberry Muffin,Dessert,0,3.8,bangsar_street,Bangsar Street,street_cafe,0.92,1.1,0.9879495691854404,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2286894111517976e-09,Dessert|morning,0.0,0.344744682494817
2026-05-01,brioche,evening,Brioche,Pastry,0,3.8,bangsar_street,Bangsar Street,street_cafe,0.92,0.9,0.982344929813582,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.5714285714285714,0.3666666666666666,0.21470791809530815,Pastry|evening,0.0,2.9584220230774365
2026-05-01,brioche,midday,Brioche,Pastry,0,3.8,bangsar_street,Bangsar Street,street_cafe,0.92,1.0,0.9792947853469376,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,1.0,0.0,0.2857142857142857,0.3333333333333333,0.5916988581657975,Pastry|midday,0.0,3.962816025282453
2026-05-01,brioche,morning,Brioche,Pastry,2,6.0,bangsar_street,Bangsar Street,street_cafe,0.92,1.1,1.015340004354247,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,2,2,2,0,0,0,0,2,0.0,0.0,1.5714285714285714,1.2,0.45621769383067934,Pastry|morning,0.0,9.619679467384977
2026-05-01,brownie,evening,Brownie,Dessert,0,4.0,bangsar_street,Bangsar Street,street_cafe,0.92,0.9,1.0318677500263798,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2286894111517976e-09,Dessert|evening,0.0,1.2309326506841016
2026-05-01,brownie,midday,Brownie,Dessert,0,4.0,bangsar_street,Bangsar Street,street_cafe,0.92,1.0,0.931515280405548,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2286894111517976e-09,Dessert|midday,0.0,0.44298443873544757
2026-05-01,brownie,morning,Brownie,Dessert,0,4.0,bangsar_street,Bangsar Street,street_cafe,0.92,1.1,0.8594998577671888,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2286894111517976e-09,Dessert|morning,0.0,0.344744682494817
2026-05-01,butter_croissant,evening,Butter Croissant,Pastry,3,1.2,bangsar_street,Bangsar Street,street_cafe,0.92,0.9,1.0049080690790688,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,2,2,2,0,0,0,0,2,2.0,5.0,2.571428571428572,2.5,1.365441711281155,Pastry|evening,0.0,4.109155816263284
